GWAS_1,dataset,gene_2,nsnps,PP.H0.abf,PP.H1.abf,PP.H2.abf,PP.H3.abf,PP.H4.abf,sum_PPH3_PPH4,ratio_PPH4_PPH3,p12,gene_name,Eqtl_type,Cell_resolution,Cell_name,Treatment,significant
foo2020,expression_subtype_NK-memory-like_COV,ENSG00000145335,358,8.221187090747105e-11,0.9041229138662722,3.0218526664938114e-12,0.033170039124001814,0.06270704692449053,0.09587708604849235,1.8904725041194106,1e-5,SNCA,expression,subtype,NK-memory-like,COV,Not_signif
foo2020,expression_subtype_NK-memory-like_COV,ENSG00000188906,928,1.514439452289802e-8,0.863304555560227,1.143183628451726e-9,0.065095457900041,0.07159997025215548,0.13669542815219649,1.0999226760506493,1e-5,LRRK2,expression,subtype,NK-memory-like,COV,Not_signif
foo2020,expression_subtype_NK-memory-like_IAV,ENSG00000145335,358,8.075289816753217e-11,0.8880778990730968,3.82112867569766e-12,0.04195279400453442,0.0699693068377962,0.11192210084233062,1.6678104163988134,1e-5,SNCA,expression,subtype,NK-memory-like,IAV,Not_signif
foo2020,expression_subtype_NK-memory-like_IAV,ENSG00000188906,928,1.4904490821370214e-8,0.8496288712592425,1.231354877407537e-9,0.07011299216566168,0.08025812043925112,0.15037111260491282,1.144696838064174,1e-5,LRRK2,expression,subtype,NK-memory-like,IAV,Not_signif
foo2020,expression_subtype_NK-memory-like_NS,ENSG00000145335,358,8.224396874764604e-11,0.9044759090294705,2.800837578487925e-12,0.03073735174495662,0.06478673914052832,0.09552409088548494,2.1077527979019375,1e-5,SNCA,expression,subtype,NK-memory-like,NS,Not_signif
foo2020,expression_subtype_NK-memory-like_NS,ENSG00000188906,928,1.5059769470925748e-8,0.8584805137161162,1.1135813500223238e-9,0.06340146521697948,0.07811800489355353,0.141519470110533,1.2321167125429906,1e-5,LRRK2,expression,subtype,NK-memory-like,NS,Not_signif
foo2020,expression_subtype_Plasmablast_COV,ENSG00000188906,928,1.5095025481725936e-8,0.8604902787607778,1.175799794049423e-9,0.0669537829054731,0.07255592206292388,0.13950970496839699,1.0836717346555311,1e-5,LRRK2,expression,subtype,Plasmablast,COV,Not_signif
foo2020,expression_subtype_Plasmablast_IAV,ENSG00000188906,928,1.467888685820734e-8,0.8367683419817945,1.242380244601222e-9,0.07072924774432635,0.09250239435261244,0.1632316420969388,1.3078379496837313,1e-5,LRRK2,expression,subtype,Plasmablast,IAV,Not_signif
foo2020,expression_subtype_Plasmablast_NS,ENSG00000145335,358,8.25452999272691e-11,0.9077897908466863,2.3507160959039733e-12,0.025785514482094207,0.06642469458632318,0.09221020906841738,2.576046897666104,1e-5,SNCA,expression,subtype,Plasmablast,NS,Not_signif
foo2020,expression_subtype_Plasmablast_NS,ENSG00000188906,928,1.4780184791090712e-8,0.8425428195810689,1.395896149091046e-9,0.07949494528667067,0.07796221895617884,0.1574571642428495,0.9807191976173506,1e-5,LRRK2,expression,subtype,Plasmablast,NS,Not_signif
foo2020,expression_subtype_T-CD4-effector_COV,ENSG00000145335,358,5.967487512703775e-17,6.562728884395241e-7,8.650262241715614e-11,0.9512616043510495,0.04873773928956154,0.9999993436406109,0.05123484335606125,1e-5,SNCA,expression,subtype,T-CD4-effector,COV,Distinct
foo2020,expression_subtype_T-CD4-effector_COV,ENSG00000188906,928,1.5076896166419488e-8,0.8594568191219931,1.038566661111769e-9,0.05912195786746289,0.08142120689508042,0.1405431647625433,1.377173724145047,1e-5,LRRK2,expression,subtype,T-CD4-effector,COV,Not_signif
foo2020,expression_subtype_T-CD4-effector_IAV,ENSG00000145335,358,2.669329632887882e-14,2.935588326985585e-4,8.529309662796833e-11,0.9379468540686644,0.061759587013318365,0.9997064410819828,0.06584550792554514,1e-5,SNCA,expression,subtype,T-CD4-effector,IAV,Distinct
foo2020,expression_subtype_T-CD4-effector_IAV,ENSG00000188906,928,1.506887662235572e-8,0.8589996658886103,1.2302935562877491e-9,0.07006181128506786,0.07093850652715057,0.14100031781221845,1.0125131683866353,1e-5,LRRK2,expression,subtype,T-CD4-effector,IAV,Not_signif
foo2020,expression_subtype_T-CD4-effector_NS,ENSG00000145335,358,5.6402221552791765e-11,0.6202819658031525,2.9038551240208924e-11,0.3192902848905866,0.060427749220820635,0.3797180341114072,0.18925646059518483,1e-5,SNCA,expression,subtype,T-CD4-effector,NS,Not_signif
foo2020,expression_subtype_T-CD4-effector_NS,ENSG00000188906,928,1.5114641230523932e-8,0.8616084723783853,1.1979252536901215e-9,0.06821742415043829,0.07017408715860983,0.13839151130904812,1.0286827453915082,1e-5,LRRK2,expression,subtype,T-CD4-effector,NS,Not_signif
foo2020,expression_subtype_T-CD4-naive_COV,ENSG00000145335,358,8.10537546402134e-11,0.891386560313056,4.04326307678414e-12,0.044401468643759094,0.06421197095808617,0.10861343960184527,1.44616772641622,1e-5,SNCA,expression,subtype,T-CD4-naive,COV,Not_signif
foo2020,expression_subtype_T-CD4-naive_COV,ENSG00000188906,928,1.4861561017465452e-8,0.8471816624768608,1.2470661118184992e-9,0.07100705622237223,0.08181126519214166,0.1528183214145139,1.1521568354549718,1e-5,LRRK2,expression,subtype,T-CD4-naive,COV,Not_signif
foo2020,expression_subtype_T-CD4-naive_IAV,ENSG00000145335,358,7.413768243791388e-11,0.8153272359961304,3.3476680528958278e-12,0.03666788753953595,0.14800487638684906,0.18467276392638501,4.036362231864807,1e-5,SNCA,expression,subtype,T-CD4-naive,IAV,Not_signif
foo2020,expression_subtype_T-CD4-naive_IAV,ENSG00000188906,928,1.4665263880078798e-8,0.8359917656016107,1.6322201864664422e-9,0.09297349872323109,0.07103471937767504,0.16400821810090613,0.7640319053619281,1e-5,LRRK2,expression,subtype,T-CD4-naive,IAV,Not_signif
foo2020,expression_subtype_T-CD4-naive_NS,ENSG00000145335,358,8.243712037542236e-11,0.9066000890365122,2.6518348474490465e-12,0.029099184094845413,0.06430072678355223,0.09339991087839764,2.2097089242767587,1e-5,SNCA,expression,subtype,T-CD4-naive,NS,Not_signif
foo2020,expression_subtype_T-CD4-naive_NS,ENSG00000188906,928,1.518155898378002e-8,0.8654231115933428,1.117407808261479e-9,0.06362675994366923,0.07095011216402156,0.1345768721076908,1.1150986193047692,1e-5,LRRK2,expression,subtype,T-CD4-naive,NS,Not_signif
foo2020,expression_subtype_T-CD8-central-effector-mem_COV,ENSG00000145335,358,8.264352983392007e-11,0.9088700716923813,2.4569328759196566e-12,0.02695588140783438,0.06417404681468526,0.09112992822251964,2.3807066756138013,1e-5,SNCA,expression,subtype,T-CD8-central-effector-mem,COV,Not_signif
foo2020,expression_subtype_T-CD8-central-effector-mem_COV,ENSG00000188906,928,1.503694594238766e-8,0.8571794609648097,1.1716762550261325e-9,0.06671517158468467,0.0761053512418843,0.14282052282656899,1.1407502886398224,1e-5,LRRK2,expression,subtype,T-CD8-central-effector-mem,COV,Not_signif
foo2020,expression_subtype_T-CD8-central-effector-mem_IAV,ENSG00000145335,358,8.051868552777395e-11,0.885502151653836,3.8767764273413476e-12,0.042562812978673155,0.07193503528309483,0.11449784826176798,1.690091191085964,1e-5,SNCA,expression,subtype,T-CD8-central-effector-mem,IAV,Not_signif
foo2020,expression_subtype_T-CD8-central-effector-mem_IAV,ENSG00000188906,928,1.4534783109797108e-8,0.8285537235440775,1.72219904362946e-9,0.09810042252915371,0.0733458376697875,0.17144626019894121,0.7476607722865863,1e-5,LRRK2,expression,subtype,T-CD8-central-effector-mem,IAV,Not_signif
foo2020,expression_subtype_T-CD8-central-effector-mem_NS,ENSG00000145335,358,8.076678849044266e-11,0.8882306575383374,4.28898803814054e-12,0.047103368517724536,0.06466597385888369,0.11176934237660822,1.3728524284744203,1e-5,SNCA,expression,subtype,T-CD8-central-effector-mem,NS,Not_signif
foo2020,expression_subtype_T-CD8-central-effector-mem_NS,ENSG00000188906,928,1.4005235567117765e-8,0.7983669237159575,1.3037751432098924e-9,0.07419412068743306,0.12743894028759753,0.2016330609750306,1.7176420329108777,1e-5,LRRK2,expression,subtype,T-CD8-central-effector-mem,NS,Not_signif
foo2020,expression_subtype_T-CD8-effector-mem-reexpress-cd45RA_COV,ENSG00000145335,358,8.259585188073749e-11,0.9083457346412621,2.87512910628614e-12,0.03155906242759964,0.06009520284566691,0.09165426527326656,1.9042138207854773,1e-5,SNCA,expression,subtype,T-CD8-effector-mem-reexpress-cd45RA,COV,Not_signif
foo2020,expression_subtype_T-CD8-effector-mem-reexpress-cd45RA_COV,ENSG00000188906,928,1.3938190194355127e-8,0.7945450095649689,1.316635005881772e-9,0.07492410382329537,0.13053087135691044,0.2054549751802058,1.7421746099861368,1e-5,LRRK2,expression,subtype,T-CD8-effector-mem-reexpress-cd45RA,COV,Not_signif
foo2020,expression_subtype_T-CD8-effector-mem-reexpress-cd45RA_IAV,ENSG00000145335,358,8.162661199044744e-11,0.8976865441354196,2.517382579310994e-12,0.027610146187196455,0.07470330959324041,0.10231345578043687,2.7056470142082145,1e-5,SNCA,expression,subtype,T-CD8-effector-mem-reexpress-cd45RA,IAV,Not_signif
foo2020,expression_subtype_T-CD8-effector-mem-reexpress-cd45RA_IAV,ENSG00000188906,928,1.4994249562280715e-8,0.8547455584805257,1.2877291873636988e-9,0.07333494218435045,0.07191948305314401,0.14525442523749446,0.980698708023138,1e-5,LRRK2,expression,subtype,T-CD8-effector-mem-reexpress-cd45RA,IAV,Not_signif
foo2020,expression_subtype_T-CD8-effector-mem-reexpress-cd45RA_NS,ENSG00000145335,358,8.250371856217721e-11,0.9073325008646627,2.2761808583905907e-12,0.024964536876899462,0.06770296217365696,0.09266749905055642,2.7119654775692963,1e-5,SNCA,expression,subtype,T-CD8-effector-mem-reexpress-cd45RA,NS,Not_signif
foo2020,expression_subtype_T-CD8-effector-mem-reexpress-cd45RA_NS,ENSG00000188906,928,1.4471089761738832e-8,0.8249228911952204,1.3282571100551614e-9,0.07561769207264493,0.09945940093278696,0.1750770930054319,1.3152927338384992,1e-5,LRRK2,expression,subtype,T-CD8-effector-mem-reexpress-cd45RA,NS,Not_signif
foo2020,expression_subtype_T-CD8-naive_COV,ENSG00000145335,358,7.696315665826542e-11,0.8464003153088907,3.3544189376453955e-12,0.03677330871962991,0.11682637589116177,0.15359968461079168,3.1769340306546536,1e-5,SNCA,expression,subtype,T-CD8-naive,COV,Not_signif
foo2020,expression_subtype_T-CD8-naive_COV,ENSG00000188906,928,1.4730404385605297e-8,0.8397050930038713,1.5858387085979688e-9,0.0903305980703412,0.06996429260954538,0.1602948906798866,0.7745359169997258,1e-5,LRRK2,expression,subtype,T-CD8-naive,COV,Not_signif
foo2020,expression_subtype_T-CD8-naive_IAV,ENSG00000145335,358,8.242260190911723e-11,0.9064404225806126,2.8940119520925323e-12,0.031765026685844674,0.06179455064822686,0.09355957733407153,1.945364354935805,1e-5,SNCA,expression,subtype,T-CD8-naive,IAV,Not_signif
foo2020,expression_subtype_T-CD8-naive_IAV,ENSG00000188906,928,1.494317350901118e-8,0.8518339736429176,1.1825221209378066e-9,0.06732870703433323,0.08083730319705434,0.1481660102313876,1.2006365005024173,1e-5,LRRK2,expression,subtype,T-CD8-naive,IAV,Not_signif
foo2020,expression_subtype_T-CD8-naive_NS,ENSG00000145335,358,8.174838622026875e-11,0.8990257530633344,2.3136468606538554e-12,0.025368665644126393,0.07560558120847595,0.10097424685260234,2.980274259161948,1e-5,SNCA,expression,subtype,T-CD8-naive,NS,Not_signif
foo2020,expression_subtype_T-CD8-naive_NS,ENSG00000188906,928,1.2638865336197558e-8,0.7204771379505528,2.74343715991657e-9,0.15626607886844499,0.12325676779869955,0.27952284666714455,0.7887621465338307,1e-5,LRRK2,expression,subtype,T-CD8-naive,NS,Not_signif
foo2020,expression_subtype_T-gammadelta_COV,ENSG00000145335,358,8.198375604800881e-11,0.9016142266273536,3.563146420918355e-12,0.03912635074607656,0.059259422541024606,0.09838577328710116,1.5145655398738385,1e-5,SNCA,expression,subtype,T-gammadelta,COV,Not_signif
foo2020,expression_subtype_T-gammadelta_COV,ENSG00000188906,928,1.4778918890250646e-8,0.842470657041955,9.457801175336193e-10,0.053810373338837085,0.10371895389450819,0.15752932723334528,1.9274899514523551,1e-5,LRRK2,expression,subtype,T-gammadelta,COV,Not_signif
foo2020,expression_subtype_T-gammadelta_IAV,ENSG00000145335,358,8.207085469245032e-11,0.902572091706168,2.6298189132806965e-12,0.02885279003957077,0.0685751181695614,0.09742790820913216,2.3767239866755556,1e-5,SNCA,expression,subtype,T-gammadelta,IAV,Not_signif
foo2020,expression_subtype_T-gammadelta_IAV,ENSG00000188906,928,1.4801239016651837e-8,0.8437430134094343,1.1337374265683678e-9,0.06453685805113381,0.09172011260445563,0.15625697065558944,1.4212051124612233,1e-5,LRRK2,expression,subtype,T-gammadelta,IAV,Not_signif
foo2020,expression_subtype_T-gammadelta_NS,ENSG00000145335,358,8.251338879431626e-11,0.9074388489913116,2.6110172367319793e-12,0.02865068374131246,0.06391046718225049,0.09256115092356296,2.230678602971547,1e-5,SNCA,expression,subtype,T-gammadelta,NS,Not_signif
foo2020,expression_subtype_T-gammadelta_NS,ENSG00000188906,928,1.46626584588041e-8,0.8358432438464359,1.2531387901196034e-9,0.0713422253359001,0.09281451490186525,0.16415674023776533,1.3009758872093957,1e-5,LRRK2,expression,subtype,T-gammadelta,NS,Not_signif
foo2020,expression_subtype_T-mucosal-assoc-invariant_COV,ENSG00000145335,358,8.222500657886383e-11,0.9042673730710578,2.321383069967655e-12,0.02545907643581401,0.07027355040858264,0.09573262684439665,2.760255289925868,1e-5,SNCA,expression,subtype,T-mucosal-assoc-invariant,COV,Not_signif
foo2020,expression_subtype_T-mucosal-assoc-invariant_COV,ENSG00000188906,928,1.501284043726429e-8,0.8558053292782889,1.122401299477388e-9,0.06390207089346585,0.08029258369300517,0.14419465458647102,1.2564942351690718,1e-5,LRRK2,expression,subtype,T-mucosal-assoc-invariant,COV,Not_signif
foo2020,expression_subtype_T-mucosal-assoc-invariant_IAV,ENSG00000145335,358,8.22939350218124e-11,0.9050254118311424,2.468479064745037e-12,0.027079138917038538,0.06789544916705792,0.09497458808409645,2.507297199333663,1e-5,SNCA,expression,subtype,T-mucosal-assoc-invariant,IAV,Not_signif
foo2020,expression_subtype_T-mucosal-assoc-invariant_IAV,ENSG00000188906,928,1.4898494980834273e-8,0.8492870790244148,1.2314940429917279e-9,0.07012059109127187,0.0805923137543231,0.15071290484559496,1.1493387676869522,1e-5,LRRK2,expression,subtype,T-mucosal-assoc-invariant,IAV,Not_signif
foo2020,expression_subtype_T-mucosal-assoc-invariant_NS,ENSG00000145335,358,8.187810968023749e-11,0.9004523834432191,2.7930980571153644e-12,0.030648123806263528,0.06889949266584731,0.09954761647211084,2.2480819087453043,1e-5,SNCA,expression,subtype,T-mucosal-assoc-invariant,NS,Not_signif
foo2020,expression_subtype_T-mucosal-assoc-invariant_NS,ENSG00000188906,928,1.4942341830812427e-8,0.8517865639180415,1.0043415954103614e-9,0.057161330853161094,0.09105208928211232,0.14821342013527342,1.59289659500776,1e-5,LRRK2,expression,subtype,T-mucosal-assoc-invariant,NS,Not_signif
foo2020,expression_subtype_T-reg_COV,ENSG00000145335,358,8.136025020018335e-11,0.89475723726893,3.882874768700461e-12,0.04263921081274271,0.06260355183308398,0.10524276264582669,1.4682155377597874,1e-5,SNCA,expression,subtype,T-reg,COV,Not_signif
foo2020,expression_subtype_T-reg_COV,ENSG00000188906,928,1.4485275767651988e-8,0.8257315629127668,1.867495323809066e-9,0.10638848701407336,0.06787993372038872,0.17426842073446208,0.6380383406656529,1e-5,LRRK2,expression,subtype,T-reg,COV,Not_signif
foo2020,expression_subtype_T-reg_IAV,ENSG00000145335,358,8.004022965307888e-11,0.8802403456055026,2.316644235313528e-12,0.02538285797892875,0.09437679633321097,0.11975965431213972,3.7181312053810744,1e-5,SNCA,expression,subtype,T-reg,IAV,Not_signif
foo2020,expression_subtype_T-reg_IAV,ENSG00000188906,928,1.495089107475065e-8,0.8522739126349086,1.309044515796564e-9,0.07454876232767424,0.0731773087774807,0.14772607110515495,0.9816032686878771,1e-5,LRRK2,expression,subtype,T-reg,IAV,Not_signif
foo2020,expression_subtype_T-reg_NS,ENSG00000145335,358,8.018285287633455e-11,0.8818088407969092,3.4939298400356835e-12,0.038344556015987366,0.07984660310342746,0.11819115911941483,2.0823452244468874,1e-5,SNCA,expression,subtype,T-reg,NS,Not_signif
foo2020,expression_subtype_T-reg_NS,ENSG00000188906,928,1.4312300927932342e-8,0.8158711510685371,1.4256331700812862e-9,0.08116509940522099,0.10296373378830727,0.18412883319352824,1.2685715232634098,1e-5,LRRK2,expression,subtype,T-reg,NS,Not_signif
foo2020,response_celltype_B-cell_COV,ENSG00000145335,358,8.314481713480814e-11,0.9143829657569524,2.133615617916665e-12,0.02340216744508902,0.06221486671268007,0.08561703415776908,2.658508741066886,1e-5,SNCA,response,celltype,B-cell,COV,Not_signif
foo2020,response_celltype_B-cell_COV,ENSG00000188906,928,1.4700274428136301e-8,0.8379875380694372,1.6298447681831664e-9,0.09283995048772362,0.06917249511271886,0.16201244560044248,0.7450725118801702,1e-5,LRRK2,response,celltype,B-cell,COV,Not_signif
foo2020,response_celltype_B-cell_IAV,ENSG00000145335,358,8.050087662616002e-11,0.8853062987211364,3.039870051109185e-12,0.03334954773655759,0.08134415345876515,0.11469370119532274,2.439138128688808,1e-5,SNCA,response,celltype,B-cell,IAV,Not_signif
foo2020,response_celltype_B-cell_IAV,ENSG00000188906,928,1.4811513544895581e-8,0.8443287117696854,1.3243606117446043e-9,0.07541477551641922,0.08025649657802153,0.15567127209444076,1.0642012261980172,1e-5,LRRK2,response,celltype,B-cell,IAV,Not_signif
foo2020,response_celltype_Monocyte_COV,ENSG00000145335,358,8.126507470463441e-11,0.8937105472299547,3.098446009359263e-12,0.03400279280878226,0.07228665987689986,0.10628945268568213,2.125903606901067,1e-5,SNCA,response,celltype,Monocyte,COV,Not_signif
foo2020,response_celltype_Monocyte_COV,ENSG00000188906,928,1.192141426282953e-8,0.6795789178801694,2.0061811358166547e-9,0.11415587131580138,0.20626519687643444,0.3204210681922358,1.8068733083892055,1e-5,LRRK2,response,celltype,Monocyte,COV,Not_signif
foo2020,response_celltype_Monocyte_IAV,ENSG00000145335,358,6.58826293137108e-11,0.7245425037866471,3.1202237609815435e-12,0.03407319542546808,0.24138430071888328,0.27545749614435133,7.084287156069316,1e-5,SNCA,response,celltype,Monocyte,IAV,Not_signif
foo2020,response_celltype_Monocyte_IAV,ENSG00000188906,928,1.3839082878790764e-8,0.788895407866684,2.1547032545630833e-9,0.1227402593520049,0.0883643167875249,0.21110457613952982,0.7199293634707602,1e-5,LRRK2,response,celltype,Monocyte,IAV,Not_signif
foo2020,response_celltype_NK_COV,ENSG00000145335,358,7.975510490090325e-11,0.8771046935529836,2.48865579614214e-12,0.02727330544449252,0.09562200092027909,0.12289530636477161,3.5060657064429526,1e-5,SNCA,response,celltype,NK,COV,Not_signif
foo2020,response_celltype_NK_COV,ENSG00000188906,928,1.338507959500888e-8,0.7630150002653372,9.455223556894992e-10,0.053716129751310064,0.18326885565275028,0.23698498540406035,3.411803056199904,1e-5,LRRK2,response,celltype,NK,COV,Not_signif
foo2020,response_celltype_NK_IAV,ENSG00000145335,358,7.543332858941372e-11,0.829576070877313,3.8505882763567025e-12,0.042218539114124445,0.12820538992927988,0.1704239290434043,3.0367083423402508,1e-5,SNCA,response,celltype,NK,IAV,Not_signif
foo2020,response_celltype_NK_IAV,ENSG00000188906,928,1.486571231660665e-8,0.8474183068309596,1.186803734834653e-9,0.067568604197122,0.08501307291940352,0.15258167711652554,1.2581741761512448,1e-5,LRRK2,response,celltype,NK,IAV,Not_signif
foo2020,response_celltype_T-CD4_COV,ENSG00000145335,358,6.154632488343018e-11,0.6768541085021135,2.282396247949496e-11,0.25093372207293907,0.07221216934057659,0.3231458914135157,0.2877738740892969,1e-5,SNCA,response,celltype,T-CD4,COV,Not_signif
foo2020,response_celltype_T-CD4_COV,ENSG00000188906,928,1.4820303034700558e-8,0.8448297556759448,1.5159579226116715e-9,0.08634819375662788,0.06882203423116633,0.1551702279877942,0.7970292282562508,1e-5,LRRK2,response,celltype,T-CD4,COV,Not_signif
foo2020,response_celltype_T-CD4_IAV,ENSG00000145335,358,7.188238450500826e-11,0.7905246555873938,1.2881353558492e-11,0.1415944701377865,0.06788087419005424,0.20947534432784076,0.47940342672986397,1e-5,SNCA,response,celltype,T-CD4,IAV,Not_signif
foo2020,response_celltype_T-CD4_IAV,ENSG00000188906,928,1.4259604692742158e-8,0.8128672079375143,1.8962262336629387e-9,0.10801505160144047,0.07911772430521469,0.18713277590665517,0.7324694395105912,1e-5,LRRK2,response,celltype,T-CD4,IAV,Not_signif
foo2020,response_celltype_T-CD8_COV,ENSG00000145335,358,8.275367437778491e-11,0.9100813834512104,2.4158071699789926e-12,0.026504362318154222,0.06341425414546542,0.08991861646361965,2.3925968632729444,1e-5,SNCA,response,celltype,T-CD8,COV,Not_signif
foo2020,response_celltype_T-CD8_COV,ENSG00000188906,928,1.482733588672314e-8,0.8452306626372957,1.4180822369704574e-9,0.08076361731801326,0.07400570379927321,0.15476932111728647,0.9163247791127257,1e-5,LRRK2,response,celltype,T-CD8,COV,Not_signif
foo2020,response_celltype_T-CD8_IAV,ENSG00000145335,358,8.094669092208791e-11,0.8902091298552341,3.4214138406526897e-12,0.03755467360389199,0.0722361964565042,0.10979087006039619,1.9234941892563269,1e-5,SNCA,response,celltype,T-CD8,IAV,Not_signif
foo2020,response_celltype_T-CD8_IAV,ENSG00000188906,928,1.5005315813209124e-8,0.8553763889059365,1.2757989094092e-9,0.07265480868962414,0.07196878612332343,0.14462359481294756,0.9905577816709786,1e-5,LRRK2,response,celltype,T-CD8,IAV,Not_signif
foo2020,response_subtype_B-memory-k_COV,ENSG00000145335,358,8.257364940981447e-11,0.9081015635442614,2.671613655210869e-12,0.029318421731358946,0.06258001463913397,0.09189843637049291,2.1344946604747985,1e-5,SNCA,response,subtype,B-memory-k,COV,Not_signif
foo2020,response_subtype_B-memory-k_COV,ENSG00000188906,928,1.512539182737578e-8,0.8622213089776405,1.1715878457237465e-9,0.06671517367224793,0.07106350105313047,0.13777867472537841,1.0651774872421769,1e-5,LRRK2,response,subtype,B-memory-k,COV,Not_signif
foo2020,response_subtype_B-memory-k_IAV,ENSG00000145335,358,8.221341177603586e-11,0.904139859528271,2.586846800772088e-12,0.02838130162838373,0.06747883875854378,0.09586014038692751,2.3775808326937042,1e-5,SNCA,response,subtype,B-memory-k,IAV,Not_signif
foo2020,response_subtype_B-memory-k_IAV,ENSG00000188906,928,1.497207485099917e-8,0.853481491486058,1.1192906921565131e-9,0.06372224740158154,0.08279624502099613,0.14651849242257767,1.2993302715644832,1e-5,LRRK2,response,subtype,B-memory-k,IAV,Not_signif
foo2020,response_subtype_B-memory-l_COV,ENSG00000145335,358,7.908527735649135e-11,0.869738282540112,2.426050546999414e-12,0.02657674287037916,0.10368497450799771,0.13026171737837688,3.90134242610891,1e-5,SNCA,response,subtype,B-memory-l,COV,Not_signif
foo2020,response_subtype_B-memory-l_COV,ENSG00000188906,928,1.4606750968528257e-8,0.8326562434700195,1.279886585610046e-9,0.0728653165870247,0.09447842405631757,0.1673437406433423,1.2966172176508672,1e-5,LRRK2,response,subtype,B-memory-l,COV,Not_signif
foo2020,response_subtype_B-memory-l_IAV,ENSG00000145335,358,7.603837491056936e-11,0.8362300520708924,3.92353755304152e-12,0.043028260591405576,0.12074168725773878,0.16376994784914434,2.8061019803774174,1e-5,SNCA,response,subtype,B-memory-l,IAV,Not_signif
foo2020,response_subtype_B-memory-l_IAV,ENSG00000188906,928,1.4976898900550338e-8,0.853756485903793,1.3395912735745533e-9,0.0762933040332268,0.06995019374649061,0.1462434977797174,0.9168588860173932,1e-5,LRRK2,response,subtype,B-memory-l,IAV,Not_signif
foo2020,response_subtype_B-naive-k_COV,ENSG00000145335,358,6.842972831302378e-11,0.7525541588401686,3.4918376060598783e-12,0.03819213962885354,0.20925370145905609,0.24744584108790962,5.478972990059146,1e-5,SNCA,response,subtype,B-naive-k,COV,Not_signif
foo2020,response_subtype_B-naive-k_COV,ENSG00000188906,928,1.4796189532838832e-8,0.8434551681362275,1.3170288436291045e-9,0.07499553609276227,0.0815492796577926,0.15654481575055487,1.0873884487861247,1e-5,LRRK2,response,subtype,B-naive-k,COV,Not_signif
foo2020,response_subtype_B-naive-k_IAV,ENSG00000145335,358,7.242030306335987e-11,0.7964404009539843,4.341584847761776e-12,0.04759049743702826,0.15596910153222648,0.20355959896925474,3.277316059547492,1e-5,SNCA,response,subtype,B-naive-k,IAV,Not_signif
foo2020,response_subtype_B-naive-k_IAV,ENSG00000188906,928,1.4893050557281001e-8,0.8489767202544534,1.3833804518410887e-9,0.07878721550301242,0.07223604796610457,0.151023263469117,0.9168498658686908,1e-5,LRRK2,response,subtype,B-naive-k,IAV,Not_signif
foo2020,response_subtype_B-naive-l_COV,ENSG00000145335,358,8.307066397828231e-11,0.9135674683450765,2.2101134429432173e-12,0.024243476099112992,0.062189055470531114,0.0864325315696441,2.565187237023591,1e-5,SNCA,response,subtype,B-naive-l,COV,Not_signif
foo2020,response_subtype_B-naive-l_COV,ENSG00000188906,928,1.4241076626426314e-8,0.8118110175409946,1.4633531039165797e-9,0.08331340828868776,0.10487555846588786,0.18818896675457564,1.2588076831821056,1e-5,LRRK2,response,subtype,B-naive-l,COV,Not_signif
foo2020,response_subtype_B-naive-l_IAV,ENSG00000145335,358,8.195472382179068e-11,0.9012949454739797,2.19857827915879e-12,0.02410420664282928,0.07460084779903768,0.09870505444186696,3.094930644449589,1e-5,SNCA,response,subtype,B-naive-l,IAV,Not_signif
foo2020,response_subtype_B-naive-l_IAV,ENSG00000188906,928,1.3808903167184677e-8,0.7871750167030996,1.3120354787508153e-9,0.07465426845323384,0.13817069972272764,0.21282496817596147,1.8508077647198808,1e-5,LRRK2,response,subtype,B-naive-l,IAV,Not_signif
foo2020,response_subtype_Dendritic-classic_COV,ENSG00000145335,358,8.250172572051891e-11,0.9073105846403133,2.2866207423553255e-12,0.02507944221861795,0.06760997305627857,0.09268941527489652,2.695832405957087,1e-5,SNCA,response,subtype,Dendritic-classic,COV,Not_signif
foo2020,response_subtype_Dendritic-classic_COV,ENSG00000188906,928,1.5020469840675587e-8,0.8562402425863924,1.0417145012769143e-9,0.059298359977761034,0.08446138137366127,0.1437597413514223,1.424345992120815,1e-5,LRRK2,response,subtype,Dendritic-classic,COV,Not_signif
foo2020,response_subtype_Dendritic-classic_IAV,ENSG00000145335,358,8.029485859123828e-11,0.8830406207358723,2.5229172898057308e-12,0.02765641436681069,0.08930296481449795,0.11695937918130864,3.229014565303401,1e-5,SNCA,response,subtype,Dendritic-classic,IAV,Not_signif
foo2020,response_subtype_Dendritic-classic_IAV,ENSG00000188906,928,1.4968498262155137e-8,0.8532776084296737,1.2769845946861662e-9,0.07272036532544943,0.07400200999939381,0.14672237532484322,1.0176242881647881,1e-5,LRRK2,response,subtype,Dendritic-classic,IAV,Not_signif
foo2020,response_subtype_Dendritic-plasmacytoid_COV,ENSG00000145335,358,4.160492107297087e-11,0.4575490383135451,4.119024436743924e-12,0.04480121445488003,0.4976497471858516,0.5424509616407316,11.107952166944985,1e-5,SNCA,response,subtype,Dendritic-plasmacytoid,COV,Suggestive
foo2020,response_subtype_Dendritic-plasmacytoid_COV,ENSG00000188906,921,1.5164294055842007e-8,0.8644389257694066,1.0308339652811178e-9,0.058685702203849395,0.07687535583161456,0.13556105803546395,1.3099503447122771,1e-5,LRRK2,response,subtype,Dendritic-plasmacytoid,COV,Not_signif
